(0, 6707) 
(0, 15728) 
(0, 24749) 
(0, 33770) 
(0, 42791) 
(0, 51812) 
(0, 60833) 
(0, 69854) 
(0, 78875) 
(0, 87896) 
(0, 96917) 
(0, 105938) 
(0, 114959) 
(0, 123980) 
(0, 133001) 
(0, 142022) 
(0, 151043) 
(0, 160064) 
(0, 169085) 
(0, 178106) 
(0, 187127) 
(0, 196148) 
(0, 205169) 
(0, 214190) 
(0, 223211) 
(0, 232232) 
(0, 241253) 
(0, 250274) 
(0, 259295) 
(0, 268316) 
(0, 277337) 
(0, 286358) 
(0, 295379) 
(0, 304400) 
(0, 313421) 
(0, 322442) 
(0, 331463) 
(0, 340484) 
(0, 349505) 
(0, 358526) 
(0, 367547) 
(0, 376568) 
(0, 385589) 
(0, 394610) 
(0, 403631) 
(0, 412652) 
(0, 421673) 
(0, 430694) 
(0, 439715) 
(0, 448736) 
(0, 457757) 
(0, 466778) 
(0, 475799) 
(0, 484820) 
(0, 493841) 
(0, 502862) 
(0, 511883) 
(0, 520904) 
(0, 529925) 
(0, 538946) 
(0, 547967) 
(0, 556988) 
(0, 566009) 
(0, 575030) 
(0, 584051) 
(0, 593072) 
(0, 602093) 
(0, 611114) 
(0, 620135) 
(0, 629156) 
(0, 638177) 
(0, 647198) 
(0, 656219) 
(0, 665240) 
(0, 674261) 
(0, 683282) 
(0, 692303) 
(0, 701324) 
(0, 710345) 
(0, 719366) 
(0, 728387) 
(0, 737408) 
(0, 746429) 
(0, 755450) 
(0, 764471) 
(0, 773492) 
(0, 782513) 
(0, 791534) 
(0, 800555) 
(0, 809576) 
(0, 818597) 
(0, 827618) 
(0, 836639) 
(0, 845660) 
(0, 854681) 
(0, 863702) 
(0, 872723) 
(0, 881744) 
(0, 890765) 
(0, 899786) 
(0, 908807) 
(0, 917828) 
(0, 926849) 
(0, 935870) 
(0, 944891) 
(0, 953912) 
(0, 962933) 
(0, 971954) 
(0, 980975) 
(0, 989996) 
(0, 999017) 
(0, 1008038) 
(0, 1017059) 
(0, 1026080) 
(0, 1035101) 
(0, 1044122) 
(0, 1053143) 
(0, 1062164) 
(0, 1071185) 
(0, 1080206) 
(0, 1089227) 
(0, 1098248) 
(0, 1107269) 
(0, 1116290) 
(0, 1125311) 
(0, 1134332) 
(0, 1143353) 
(0, 1152374) 
(0, 1161395) 
(0, 1170416) 
(0, 1179437) 
(0, 1188458) 
(0, 1197479) 
(0, 1206500) 
(0, 1215521) 
(0, 1224542) 
(0, 1233563) 
(0, 1242584) 
(0, 1251605) 
(0, 1260626) 
(0, 1269647) 
(0, 1278668) 
(0, 1287689) 
(0, 1296710) 
(0, 1305731) 
(0, 1314752) 
(0, 1323773) 
(0, 1332794) 
(0, 1341815) 
(0, 1350836) 
(0, 1359857) 
(0, 1368878) 
(0, 1377899) 
(0, 1386920) 
(0, 1395941) 
(0, 1404962) 
(0, 1413983) 
(0, 1423004) 
(0, 1432025) 
(0, 1441046) 
(0, 1450067) 
(0, 1459088) 
(0, 1468109) 
(0, 1477130) 
(0, 1486151) 
(0, 1495172) 
(0, 1504193) 
(0, 1513214) 
(0, 1522235) 
(0, 1531256) 
(0, 1540277) 
(0, 1549298) 
(0, 1558319) 
(0, 1567340) 
(0, 1576361) 
(0, 1585382) 
(0, 1594403) 
(0, 1603424) 
(0, 1612445) 
(0, 1621466) 
(0, 1630487) 
(0, 1639508) 
(0, 1648529) 
(0, 1657550) 
(0, 1666571) 
(0, 1675592) 
(0, 1684613) 
(0, 1693634) 
(0, 1702655) 
(0, 1711676) 
(0, 1720697) 
(0, 1729718) 
(0, 1738739) 
(0, 1747760) 
(0, 1756781) 
(0, 1765802) 
(0, 1774823) 
(0, 1783844) 
(0, 1792865) 
(0, 1801886) 
(0, 1811073) 
(0, 1820094) 
(0, 1829115) 
(0, 1838136) 
(0, 1847157) 
(0, 1856178) 
(0, 1865199) 
(0, 1874220) 
(0, 1883241) 
(0, 1892262) 
(0, 1901283) 
(0, 1910304) 
(0, 1919325) 
(0, 1928346) 
(0, 1937367) 
(0, 1946388) 
(0, 1955409) 
(0, 1964430) 
(0, 1973451) 
(0, 1982472) 
(0, 1991493) 
(0, 2000514) 
(0, 2009535) 
(0, 2018556) 
(0, 2027577) 
(0, 2036598) 
(0, 2045619) 
(0, 2054640) 
(0, 2063661) 
(0, 2072682) 
(0, 2081703) 
(0, 2090724) 
(0, 2099745) 
(0, 2108766) 
(0, 2117787) 
(0, 2126808) 
(0, 2135829) 
(0, 2144850) 
(0, 2153871) 
(0, 2162892) 
(0, 2171913) 
(0, 2180934) 
(0, 2189955) 
(0, 2198976) 
(0, 2207997) 
(0, 2217018) 
(0, 2226039) 
(0, 2235060) 
(0, 2244081) 
(0, 2253102) 
(0, 2262123) 
(0, 2271144) 
(0, 2280165) 
(0, 2289186) 
(0, 2298207) 
(0, 2307228) 
(0, 2316249) 
(0, 2325270) 
(0, 2334291) 
(0, 2343312) 
(0, 2352333) 
(0, 2361354) 
(0, 2370375) 
(0, 2379396) 
(0, 2388417) 
(0, 2397438) 
(0, 2406459) 
(0, 2415480) 
(0, 2424501) 
(0, 2433522) 
(0, 2442543) 
(0, 2451564) 
(0, 2460585) 
(0, 2469606) 
(0, 2478627) 
(0, 2487648) 
(0, 2496669) 
(0, 2505690) 
(0, 2514711) 
(0, 2523732) 
(0, 2532753) 
(0, 2541774) 
(0, 2550795) 
(0, 2559816) 
(0, 2568837) 
(0, 2577858) 
(0, 2586879) 
(0, 2595900) 
(0, 2604921) 
(0, 2613942) 
(0, 2622963) 
(0, 2631984) 
(0, 2641005) 
(0, 2650026) 
(0, 2659047) 
(0, 2668068) 
(0, 2677089) 
(0, 2686110) 
(0, 2695131) 
(0, 2704152) 
(0, 2713173) 
(0, 2722194) 
(0, 2731215) 
(0, 2740236) 
(0, 2749257) 
(0, 2758278) 
(0, 2767299) 
(0, 2776320) 
(0, 2785341) 
(0, 2794362) 
(0, 2803383) 
(0, 2812404) 
(0, 2821425) 
(0, 2830446) 
(0, 2839467) 
(0, 2848488) 
(0, 2857509) 
(0, 2866530) 
(0, 2875551) 
(0, 2884572) 
(0, 2893593) 
(0, 2902614) 
(0, 2911635) 
(0, 2920656) 
(0, 2929677) 
(0, 2938698) 
(0, 2947719) 
(0, 2956740) 
(0, 2965761) 
(0, 2974782) 
(0, 2983803) 
(0, 2992824) 
(0, 3001845) 
(0, 3010866) 
(0, 3019887) 
(0, 3028908) 
(0, 3037929) 
(0, 3046950) 
(0, 3055971) 
(0, 3064992) 
(0, 3074013) 
(0, 3083034) 
(0, 3092055) 
(0, 3101076) 
(0, 3110097) 
(0, 3119118) 
(0, 3128139) 
(0, 3137160) 
(0, 3146181) 
(0, 3155202) 
(0, 3164223) 
(0, 3173244) 
(0, 3182265) 
(0, 3191286) 
(0, 3200307) 
(0, 3209328) 
(0, 3218349) 
(0, 3227370) 
(0, 3236391) 
(0, 3245412) 
(0, 3254433) 
(0, 3263454) 
(0, 3272475) 
(0, 3281496) 
(0, 3290517) 
(0, 3299538) 
(0, 3308559) 
(0, 3317580) 
(0, 3326601) 
(0, 3335622) 
(0, 3344643) 
(0, 3353664) 
(0, 3362685) 
(0, 3371706) 
(0, 3380727) 
(0, 3389748) 
(0, 3398769) 
(0, 3407790) 
(0, 3416811) 
(0, 3425832) 
(0, 3434853) 
(0, 3443874) 
(0, 3452895) 
(0, 3461916) 
(0, 3470937) 
(0, 3479958) 
(0, 3488979) 
(0, 3498000) 
(0, 3507021) 
(0, 3516042) 
(0, 3525063) 
(0, 3534084) 
(0, 3543105) 
(0, 3552126) 
(0, 3561147) 
(0, 3570168) 
(0, 3579189) 
(0, 3588210) 
(0, 3597231) 
(0, 3606252) 
(0, 3615439) 
(0, 3624460) 
(0, 3633481) 
(0, 3642502) 
(0, 3651523) 
(0, 3660544) 
(0, 3669565) 
(0, 3678586) 
(0, 3687607) 
(0, 3696628) 
(0, 3705649) 
(0, 3714670) 
(0, 3723691) 
(0, 3732712) 
(0, 3741733) 
(0, 3750754) 
(0, 3759775) 
(0, 3768796) 
(0, 3777817) 
(0, 3786838) 
(0, 3795859) 
(0, 3804880) 
(0, 3813901) 
(0, 3822922) 
(0, 3831943) 
(0, 3840964) 
(0, 3849985) 
(0, 3859006) 
(0, 3868027) 
(0, 3877048) 
(0, 3886069) 
(0, 3895090) 
(0, 3904111) 
(0, 3913132) 
(0, 3922153) 
(0, 3931174) 
(0, 3940195) 
(0, 3949216) 
(0, 3958237) 
(0, 3967258) 
(0, 3976279) 
(0, 3985300) 
(0, 3994321) 
(0, 4003342) 
(0, 4012363) 
(0, 4021384) 
(0, 4030405) 
(0, 4039426) 
(0, 4048447) 
(0, 4057468) 
(0, 4066489) 
(0, 4075510) 
(0, 4084531) 
(0, 4093552) 
(0, 4102573) 
(0, 4111594) 
(0, 4120615) 
(0, 4129636) 
(0, 4138657) 
(0, 4147678) 
(0, 4156699) 
(0, 4165720) 
(0, 4174741) 
(0, 4183762) 
(0, 4192783) 
(0, 4201804) 
(0, 4210825) 
(0, 4219846) 
(0, 4228867) 
(0, 4237888) 
(0, 4246909) 
(0, 4255930) 
(0, 4264951) 
(0, 4273972) 
(0, 4282993) 
(0, 4292014) 
(0, 4301035) 
(0, 4310056) 
(0, 4319077) 
(0, 4328098) 
(0, 4337119) 
(0, 4346140) 
(0, 4355161) 
(0, 4364182) 
(0, 4373203) 
(0, 4382224) 
(0, 4391245) 
(0, 4400266) 
(0, 4409287) 
(0, 4418308) 
(0, 4427329) 
(0, 4436350) 
(0, 4445371) 
(0, 4454392) 
(0, 4463413) 
(0, 4472434) 
(0, 4481455) 
(0, 4490476) 
(0, 4499497) 
(0, 4508518) 
(0, 4517539) 
(0, 4526560) 
(0, 4535581) 
(0, 4544602) 
(0, 4553623) 
(0, 4562644) 
(0, 4571665) 
(0, 4580686) 
(0, 4589707) 
(0, 4598728) 
(0, 4607749) 
